return_id,order_item_id,customer_id,return_request_date,return_received_date,return_reason,return_condition,refund_amount,refund_status,return_channel
RET-00002551,ITM-000034457,CUS-003818,2026-03-05,2026-03-18,Size/Fit,Damaged,15.37,Pending,Store
RET-00002552,ITM-000034472,CUS-009046,2021-06-11,2021-06-12,Size/Fit,Opened,48.5,Pending,Courier
RET-00002553,ITM-000034484,CUS-000223,2026-04-09,2026-04-13,Not as Described,Damaged,86.81,Processed,Store
RET-00002554,ITM-000034485,CUS-000223,2026-04-11,2026-04-18,Changed Mind,Defective,83.48,Pending,Store
RET-00002555,ITM-000034486,CUS-000223,2026-04-27,2026-05-05,Not as Described,Resellable,698.85,Processed,Store
RET-00002556,ITM-000034487,CUS-000223,2026-05-02,2026-05-06,Changed Mind,Opened,76.85,Approved,Courier
RET-00002557,ITM-000034514,CUS-009593,2025-05-22,2025-05-27,Size/Fit,Resellable,62.28,Pending,Store
RET-00002558,ITM-000034537,CUS-010197,2023-11-04,2023-11-06,Not as Described,Damaged,211.61,Processed,Store
RET-00002559,ITM-000034543,CUS-006585,2026-01-18,2026-01-23,Not as Described,Resellable,100.42,Pending,Store
RET-00002560,ITM-000034568,CUS-005379,2024-06-03,2024-06-15,Defective Product,Resellable,115.75,Approved,Store
RET-00002561,ITM-000034575,CUS-001122,2022-10-23,2022-11-02,Changed Mind,Opened,67.15,Pending,Courier
RET-00002562,ITM-000034584,CUS-000422,2025-02-24,2025-03-06,Size/Fit,Opened,89.15,Approved,Store
RET-00002563,ITM-000034586,CUS-000422,2025-03-21,2025-03-26,Wrong Item,Opened,81.25,Approved,Store
RET-00002564,ITM-000034598,CUS-002583,2021-02-21,2021-02-25,Changed Mind,Defective,54.84,Approved,Store
RET-00002565,ITM-000034614,CUS-007675,2022-08-26,2022-09-02,Changed Mind,Damaged,68.86,Processed,Store
RET-00002566,ITM-000034634,CUS-002157,2025-03-15,2025-03-20,Changed Mind,Damaged,36.37,Pending,Courier
RET-00002567,ITM-000034642,CUS-003217,2024-06-03,2024-06-07,Changed Mind,Damaged,138.88,Approved,Courier
RET-00002568,ITM-000034643,CUS-001525,2021-11-17,2021-11-26,Size/Fit,Damaged,144.87,Pending,Courier
RET-00002569,ITM-000034646,CUS-003329,2020-02-20,2020-02-28,Size/Fit,Defective,41.11,Approved,Courier
RET-00002570,ITM-000034664,CUS-000436,2023-07-08,2023-07-08,Size/Fit,Defective,120.64,Processed,Courier
RET-00002571,ITM-000034673,CUS-000560,2025-02-15,2025-02-15,Changed Mind,Defective,151.57,Processed,Courier
RET-00002572,ITM-000034690,CUS-009241,2024-05-02,2024-05-02,Changed Mind,Opened,23.3,Approved,Courier
RET-00002573,ITM-000034691,CUS-009241,2024-05-11,2024-05-13,Size/Fit,Defective,480.38,Approved,Courier
RET-00002574,ITM-000034711,CUS-006495,2022-05-03,2022-05-05,Size/Fit,Damaged,59.64,Pending,Store
RET-00002575,ITM-000034714,CUS-004807,2022-01-31,2022-02-09,Size/Fit,Opened,123.0,Pending,Store
RET-00002576,ITM-000034727,CUS-009270,2026-04-27,2026-05-09,Changed Mind,Damaged,153.61,Pending,Courier
RET-00002577,ITM-000034734,CUS-000117,2026-08-08,2026-08-21,,Defective,211.29,Processed,Courier
RET-00002578,ITM-000034736,CUS-009690,2023-06-19,2023-06-30,Not as Described,Defective,19.85,Approved,Courier
RET-00002579,ITM-000034748,CUS-002531,2020-03-19,2020-03-19,Changed Mind,Resellable,31.31,Approved,Courier
RET-00002580,ITM-000034781,CUS-005395,2020-12-18,2020-12-23,Changed Mind,Damaged,21.91,Pending,Courier
RET-00002581,ITM-000034798,CUS-001206,2025-08-20,2025-08-31,Other,Opened,274.8,Pending,Courier
RET-00002582,ITM-000034801,CUS-002331,2024-11-13,2024-11-26,Changed Mind,Damaged,89.62,Approved,Courier
RET-00002583,ITM-000034809,CUS-004071,2021-11-08,2021-11-13,Size/Fit,Damaged,171.06,Approved,Store
RET-00002584,ITM-000034818,CUS-011158,2020-04-12,2020-04-19,Defective Product,Defective,78.24,Processed,Courier
RET-00002585,ITM-000034820,CUS-002818,2022-04-18,2022-04-27,Defective Product,Resellable,33.92,Pending,Store
RET-00002586,ITM-000034835,CUS-006555,2024-11-15,2024-11-26,Size/Fit,Damaged,119.1,Approved,Courier
RET-00002587,ITM-000034840,CUS-004769,2020-02-27,2020-03-07,Size/Fit,Opened,72.64,Pending,Courier
RET-00002588,ITM-000034842,CUS-000915,2021-05-10,2021-05-12,Defective Product,Defective,41.8,Pending,Courier
RET-00002589,ITM-000034852,CUS-004058,2025-12-26,2026-01-03,Not as Described,Resellable,40.42,Approved,Courier
RET-00002590,ITM-000034853,CUS-004058,2025-12-13,2025-12-22,Not as Described,Opened,87.86,Pending,Store
RET-00002591,ITM-000034864,CUS-007819,2022-05-26,2022-05-29,Changed Mind,Resellable,74.0,Pending,Courier
RET-00002592,ITM-000034881,CUS-007895,2021-10-03,2021-10-12,Not as Described,Defective,76.85,Pending,Courier
RET-00002593,ITM-000034890,CUS-008765,2022-10-08,2022-10-09,Not as Described,Resellable,107.54,Approved,Courier
RET-00002594,ITM-000034908,CUS-001604,2025-06-09,2025-06-16,Defective Product,Resellable,74.42,Processed,Courier
RET-00002595,ITM-000034910,CUS-006338,2021-03-17,2021-03-25,,Defective,47.61,Pending,Courier
RET-00002596,ITM-000034939,,2025-09-16,2025-09-18,Changed Mind,Damaged,69.93,Processed,Courier
RET-00002597,ITM-000034952,CUS-006454,2021-06-03,2021-06-15,Size/Fit,Opened,19.85,Approved,Courier
RET-00002598,ITM-000034953,,2020-01-23,2020-02-04,Other,Defective,31.64,Processed,Store
RET-00002599,ITM-000034983,CUS-008823,2021-10-12,2021-10-15,Changed Mind,Resellable,42.52,Processed,Store
RET-00002600,ITM-000034984,CUS-007494,2020-09-29,2020-10-06,Changed Mind,Defective,26.58,Pending,Courier
RET-00002601,ITM-000034999,CUS-009935,2023-06-19,2023-06-19,Not as Described,Resellable,59.64,Approved,Courier
RET-00002602,ITM-000035017,CUS-005735,2021-08-27,2021-08-31,Size/Fit,Opened,107.54,Approved,Courier
RET-00002603,ITM-000035019,CUS-004082,2026-01-08,2026-01-15,Wrong Item,Resellable,71.22,Processed,Store
RET-00002604,ITM-000035023,CUS-003034,2025-11-08,2025-11-18,Defective Product,Defective,75.28,Pending,Courier
RET-00002605,ITM-000035024,CUS-006667,2025-04-26,2025-04-28,Defective Product,Damaged,187.11,Approved,Store
RET-00002606,ITM-000035030,CUS-002792,2024-03-04,2024-03-06,Not as Described,Defective,75.57,Approved,Store
RET-00002607,ITM-000035043,CUS-008338,2024-09-03,2024-09-11,Changed Mind,Resellable,75.37,Processed,Courier
RET-00002608,ITM-000035044,CUS-000762,2021-09-20,2021-09-25,,Resellable,49.92,Approved,Store
RET-00002609,ITM-000035091,CUS-002787,2020-12-04,2020-12-13,Damaged Delivery,Defective,15.54,Approved,Store
RET-00002610,ITM-000035118,CUS-003048,2022-08-28,2022-08-28,Damaged Delivery,Defective,15.53,Processed,Store
RET-00002611,ITM-000035136,CUS-001477,2020-09-27,2020-10-01,,Opened,80.29,Pending,Store
RET-00002612,ITM-000035148,,2024-01-23,2024-01-27,Wrong Item,Defective,74.14,Pending,Store
RET-00002613,ITM-000035149,,2024-01-18,2024-01-31,Defective Product,Resellable,60.12,Pending,Store
RET-00002614,ITM-000035161,CUS-006252,2023-01-29,2023-02-04,Size/Fit,Damaged,19.57,Processed,Courier
RET-00002615,ITM-000035172,CUS-003175,2026-02-22,2026-03-06,Changed Mind,Opened,54.73,Processed,Courier
RET-00002616,ITM-000035173,CUS-011956,2025-08-25,2025-09-06,Defective Product,Opened,201.45,Approved,Store
RET-00002617,ITM-000035191,CUS-000134,2024-01-12,2024-01-12,Changed Mind,Opened,138.59,Approved,Courier
RET-00002618,ITM-000035194,CUS-011683,2022-06-16,2022-06-18,Size/Fit,Defective,289.26,Approved,Courier
RET-00002619,ITM-000035210,CUS-000360,2026-05-01,2026-05-06,Changed Mind,Defective,74.74,Pending,Courier
RET-00002620,ITM-000035240,CUS-007649,2023-08-30,2023-09-06,Changed Mind,Opened,41.49,Approved,Courier
RET-00002621,ITM-000035248,CUS-011723,2020-03-13,2020-03-16,Changed Mind,Damaged,19.88,Approved,Courier
RET-00002622,ITM-000035263,CUS-010699,2023-06-12,2023-06-14,Not as Described,Resellable,94.42,Approved,Store
RET-00002623,ITM-000035287,CUS-003252,2025-09-30,2025-10-10,Not as Described,Opened,176.2,Processed,Store
RET-00002624,ITM-000035306,CUS-002267,2022-05-31,2022-06-05,Size/Fit,Defective,132.52,Pending,Courier
RET-00002625,ITM-000035315,CUS-011450,2023-05-21,2023-05-30,Damaged Delivery,Opened,64.98,Processed,Store
RET-00002626,ITM-000035342,,2021-08-05,2021-08-18,Not as Described,Opened,47.43,Approved,Store
RET-00002627,ITM-000035345,CUS-004925,2023-08-22,2023-08-24,Not as Described,Opened,85.43,Approved,Courier
RET-00002628,ITM-000035356,CUS-004216,2025-10-31,2025-11-11,Not as Described,Opened,164.15,Processed,Courier
RET-00002629,ITM-000035359,CUS-003789,2026-07-04,2026-07-06,Changed Mind,Opened,12.17,Approved,Courier
RET-00002630,ITM-000035382,CUS-009343,2024-12-18,2024-12-20,Defective Product,Damaged,68.83,Approved,Courier
RET-00002631,ITM-000035383,CUS-011644,2023-07-25,2023-07-27,Not as Described,Resellable,68.69,Approved,Store
RET-00002632,ITM-000035386,CUS-008317,2021-05-08,2021-05-19,Changed Mind,Resellable,27.42,Processed,Courier
RET-00002633,ITM-000035397,CUS-007777,2025-06-04,2025-06-13,Defective Product,Damaged,81.25,Processed,Courier
RET-00002634,ITM-000035400,CUS-007567,2023-01-25,2023-01-25,Not as Described,Resellable,242.98,Pending,Store
RET-00002635,ITM-000035416,CUS-006295,2023-08-10,2023-08-19,Not as Described,Defective,94.8,Pending,Store
RET-00002636,ITM-000035422,CUS-007128,2024-05-08,2024-05-16,Changed Mind,Damaged,84.78,Approved,Courier
RET-00002637,ITM-000035452,CUS-010267,2023-10-17,2023-10-17,Size/Fit,Opened,125.59,Approved,Courier
RET-00002638,ITM-000035474,,2024-01-30,2024-02-01,Changed Mind,Defective,131.09,Approved,Store
RET-00002639,ITM-000035480,CUS-002435,2026-04-09,2026-04-12,Changed Mind,Opened,249.78,Processed,Courier
RET-00002640,ITM-000035490,CUS-007250,2021-12-27,2022-01-06,Size/Fit,Damaged,533.76,Approved,Courier
RET-00002641,ITM-000035512,CUS-008221,2021-09-04,2021-09-09,Not as Described,Opened,147.8,Pending,Courier
RET-00002642,ITM-000035515,CUS-004736,2022-08-06,2022-08-09,Damaged Delivery,Opened,20.91,Pending,Store
RET-00002643,ITM-000035520,CUS-000759,2022-06-22,2022-06-23,Changed Mind,Resellable,66.03,Pending,Courier
RET-00002644,ITM-000035543,CUS-000230,2023-10-08,2023-10-21,Defective Product,Damaged,31.34,Processed,Courier
RET-00002645,ITM-000035565,CUS-007734,2023-02-17,2023-03-01,Changed Mind,Damaged,26.87,Approved,Courier
RET-00002646,ITM-000035584,CUS-006163,2025-07-03,2025-07-04,Changed Mind,Damaged,25.3,Processed,Courier
RET-00002647,ITM-000035585,CUS-006163,2025-07-07,2025-07-15,Changed Mind,Defective,56.6,Approved,Store
RET-00002648,ITM-000035598,CUS-005363,2025-02-11,2025-02-24,,Damaged,233.42,Approved,Courier
RET-00002649,ITM-000035608,CUS-006748,2022-12-08,2022-12-11,Size/Fit,Defective,38.16,Pending,Courier
RET-00002650,ITM-000035624,CUS-008274,2023-04-28,2023-05-04,Defective Product,Defective,109.12,Pending,Store
RET-00002651,ITM-000035628,CUS-000020,2022-08-17,2022-08-21,Changed Mind,Opened,256.98,Pending,Courier
RET-00002652,ITM-000035640,,2022-02-26,2022-02-28,Changed Mind,Opened,92.97,Pending,Store
RET-00002653,ITM-000035643,CUS-001721,2023-12-22,2023-12-23,Size/Fit,Opened,211.61,Processed,Courier
RET-00002654,ITM-000035644,CUS-001721,2023-12-06,2023-12-18,Not as Described,Opened,49.92,Pending,Courier
RET-00002655,ITM-000035672,CUS-000707,2021-01-30,2021-02-01,Size/Fit,Damaged,25.86,Approved,Courier
RET-00002656,ITM-000035674,CUS-009604,2024-09-09,2024-09-12,Damaged Delivery,Resellable,48.98,Processed,Store
RET-00002657,ITM-000035687,CUS-011774,2025-04-25,2025-05-06,Defective Product,Resellable,119.79,Processed,Store
RET-00002658,ITM-000035689,CUS-008679,2020-06-02,2020-06-06,,Defective,10.29,Approved,Courier
RET-00002659,ITM-000035692,CUS-005721,2022-08-16,2022-08-28,Size/Fit,Opened,85.03,Approved,Courier
RET-00002660,ITM-000035698,CUS-000160,2025-11-29,2025-12-11,Damaged Delivery,Defective,93.69,Pending,Courier
RET-00002661,ITM-000035704,CUS-006465,2026-01-08,2026-01-21,Size/Fit,Opened,80.37,Processed,Courier
RET-00002662,ITM-000035720,,2025-09-11,2025-09-13,Size/Fit,Damaged,38.45,Pending,Store
RET-00002663,ITM-000035754,CUS-003703,2025-06-24,2025-07-06,Wrong Item,Opened,71.62,Pending,Courier
RET-00002664,ITM-000035768,CUS-011483,2021-07-08,2021-07-21,,Resellable,83.46,Approved,Courier
RET-00002665,ITM-000035794,,2026-02-18,2026-02-26,Defective Product,Defective,56.78,Approved,Store
RET-00002666,ITM-000035810,CUS-001676,2025-01-20,2025-01-31,Changed Mind,Opened,32.37,Approved,Courier
RET-00002667,ITM-000035816,CUS-002675,2021-04-23,2021-05-06,Wrong Item,Resellable,16.8,Approved,Store
RET-00002668,ITM-000035821,CUS-001432,2022-11-29,2022-12-07,Changed Mind,Opened,16.65,Approved,Store
RET-00002669,ITM-000035830,CUS-004999,2020-05-02,2020-05-15,Size/Fit,Opened,62.39,Approved,Store
RET-00002670,ITM-000035836,CUS-009752,2025-07-14,2025-07-15,Wrong Item,Defective,15.04,Approved,Courier
RET-00002671,ITM-000035842,CUS-002793,2022-04-26,2022-04-28,Defective Product,Opened,546.6,Approved,Store
RET-00002672,ITM-000035861,CUS-005981,2026-02-15,2026-02-20,Defective Product,Opened,25.75,Pending,Store
RET-00002673,ITM-000035877,,2022-06-13,2022-06-17,Size/Fit,Damaged,109.26,Processed,Store
RET-00002674,ITM-000035884,CUS-008888,2020-08-24,2020-08-25,Defective Product,Damaged,561.22,Pending,Courier
RET-00002675,ITM-000035890,CUS-004961,2020-05-14,2020-05-23,Not as Described,Damaged,228.81,Processed,Store
RET-00002676,ITM-000035912,CUS-009561,2020-05-08,2020-05-12,Size/Fit,Opened,34.85,Processed,Store
RET-00002677,ITM-000035950,CUS-011331,2021-01-16,2021-01-16,Defective Product,Opened,32.74,Approved,Store
RET-00002678,ITM-000035952,,2021-10-08,2021-10-17,Size/Fit,Resellable,341.98,Approved,Courier
RET-00002679,ITM-000035955,CUS-009501,2020-05-23,2020-06-01,Damaged Delivery,Resellable,236.13,Pending,Store
RET-00002680,ITM-000035967,CUS-008473,2021-08-07,2021-08-15,Size/Fit,Opened,105.66,Pending,Courier
RET-00002681,ITM-000035972,CUS-001994,2025-12-14,2025-12-19,Changed Mind,Resellable,95.18,Approved,Courier
RET-00002682,ITM-000036004,CUS-006999,2020-08-08,2020-08-18,Other,Defective,98.58,Pending,Courier
RET-00002683,ITM-000036008,CUS-000304,2021-07-25,2021-07-27,Changed Mind,Damaged,67.27,Pending,Courier
RET-00002684,ITM-000036010,CUS-000304,2021-07-04,2021-07-10,Damaged Delivery,Resellable,377.17,Approved,Courier
RET-00002685,ITM-000036015,CUS-009793,2024-02-26,2024-03-08,Size/Fit,Damaged,47.21,Pending,Courier
RET-00002686,ITM-000036032,CUS-008599,2026-08-28,2026-09-08,Size/Fit,Defective,70.72,Processed,Courier
RET-00002687,ITM-000036038,CUS-000124,2026-05-21,2026-06-02,Wrong Item,Defective,22.73,Approved,Store
RET-00002688,ITM-000036041,CUS-008752,2026-01-29,2026-01-30,Size/Fit,Opened,45.43,Pending,Courier
RET-00002689,ITM-000036054,CUS-004725,2023-12-08,2023-12-20,Changed Mind,Defective,13.54,Approved,Courier
RET-00002690,ITM-000036069,CUS-001896,2025-06-06,2025-06-10,Changed Mind,Resellable,471.91,Pending,Courier
RET-00002691,ITM-000036109,CUS-011681,2025-10-03,2025-10-14,Defective Product,Defective,119.95,Approved,Store
RET-00002692,ITM-000036116,CUS-002032,2021-03-26,2021-04-03,,Defective,52.05,Pending,Store
RET-00002693,ITM-000036130,CUS-010151,2020-11-20,2020-11-29,Changed Mind,Damaged,100.83,Approved,Store
RET-00002694,ITM-000036135,CUS-004333,2021-08-30,2021-09-07,Defective Product,Resellable,110.89,Pending,Store
RET-00002695,ITM-000036141,CUS-004218,2021-07-09,2021-07-18,Size/Fit,Damaged,157.3,Processed,Courier
RET-00002696,ITM-000036152,,2023-02-07,2023-02-08,Not as Described,Damaged,12.96,Approved,Courier
RET-00002697,ITM-000036175,CUS-006300,2022-06-27,2022-07-05,Damaged Delivery,Damaged,69.62,Processed,Courier
RET-00002698,ITM-000036176,CUS-006300,2022-07-30,2022-08-06,Changed Mind,Opened,120.11,Processed,Store
RET-00002699,ITM-000036185,CUS-001446,2024-02-15,2024-02-23,Defective Product,Resellable,63.89,Approved,Courier
RET-00002700,ITM-000036212,CUS-006039,2024-03-22,2024-03-27,Not as Described,Opened,23.79,Pending,Courier
RET-00002701,ITM-000036246,CUS-006810,2024-07-09,2024-07-11,Changed Mind,Opened,336.39,Approved,Courier
RET-00002702,ITM-000036249,CUS-010723,2023-01-10,2023-01-10,Size/Fit,Opened,58.41,Approved,Store
RET-00002703,ITM-000036266,CUS-005572,2021-01-22,2021-02-03,Wrong Item,Defective,84.74,Processed,Courier
RET-00002704,ITM-000036272,CUS-011406,2021-01-22,2021-01-24,Defective Product,Resellable,54.41,Pending,Store
RET-00002705,ITM-000036284,CUS-004531,2021-12-22,2021-12-23,Defective Product,Opened,31.39,Pending,Store
RET-00002706,ITM-000036288,CUS-010280,2023-04-10,2023-04-18,Size/Fit,Resellable,10.72,Pending,Courier
RET-00002707,ITM-000036299,CUS-009256,2020-03-16,2020-03-17,Not as Described,Defective,109.54,Pending,Store
RET-00002708,ITM-000036305,CUS-002663,2023-01-10,2023-01-12,Defective Product,Opened,148.29,Approved,Courier
RET-00002709,ITM-000036316,CUS-001216,2025-06-17,2025-06-22,Defective Product,Damaged,67.23,Processed,Courier
RET-00002710,ITM-000036318,CUS-001216,2025-07-13,2025-07-13,Changed Mind,Opened,35.45,Processed,Courier
RET-00002711,ITM-000036320,CUS-008944,2026-03-10,2026-03-21,Defective Product,Defective,94.63,Processed,Store
RET-00002712,ITM-000036335,CUS-010516,2020-06-11,2020-06-22,,Opened,72.74,Pending,Courier
RET-00002713,ITM-000036340,CUS-011022,2025-03-27,2025-04-03,Defective Product,Defective,26.34,Approved,Courier
RET-00002714,ITM-000036354,CUS-006983,2020-06-29,2020-07-09,Defective Product,Defective,239.19,Processed,Courier
RET-00002715,ITM-000036356,CUS-006458,2024-07-10,2024-07-17,Changed Mind,Damaged,98.99,Approved,Store
RET-00002716,ITM-000036365,CUS-004772,2021-10-20,2021-10-30,Defective Product,Damaged,180.26,Approved,Store
RET-00002717,ITM-000036378,CUS-010413,2022-10-05,2022-10-06,Damaged Delivery,Resellable,43.55,Pending,Courier
RET-00002718,ITM-000036385,CUS-009150,2022-12-22,2022-12-25,Not as Described,Damaged,96.79,Processed,Courier
RET-00002719,ITM-000036393,CUS-006916,2023-07-01,2023-07-11,Changed Mind,Defective,97.5,Approved,Courier
RET-00002720,ITM-000036415,CUS-007344,2026-07-29,2026-08-01,Changed Mind,Opened,80.29,Pending,Courier
RET-00002721,ITM-000036416,CUS-010162,2023-08-11,2023-08-16,Wrong Item,Defective,87.2,Pending,Courier
RET-00002722,ITM-000036418,CUS-006402,2024-07-19,2024-07-28,Size/Fit,Resellable,59.05,Processed,Store
RET-00002723,ITM-000036432,CUS-002619,2025-09-30,2025-10-05,Changed Mind,Damaged,22.25,Approved,Courier
RET-00002724,ITM-000036486,CUS-005166,2024-05-18,2024-05-25,Changed Mind,Resellable,120.11,Processed,Store
RET-00002725,ITM-000036504,CUS-010118,2025-10-04,2025-10-12,Size/Fit,Opened,34.46,Approved,Store
RET-00002726,ITM-000036513,CUS-002770,2020-10-15,2020-10-22,Wrong Item,Resellable,134.47,Approved,Courier
RET-00002727,ITM-000036516,CUS-005850,2024-11-12,2024-11-12,,Defective,121.75,Processed,Courier
RET-00002728,ITM-000036530,CUS-009257,2024-06-12,2024-06-23,Changed Mind,Resellable,266.88,Processed,Courier
RET-00002729,ITM-000036532,CUS-008991,2023-02-22,2023-02-28,Wrong Item,Defective,27.2,Approved,Store
RET-00002730,ITM-000036536,CUS-009607,2024-05-23,2024-05-31,Wrong Item,Damaged,232.46,Processed,Store
RET-00002731,ITM-000036552,CUS-007057,2023-04-24,2023-05-06,Size/Fit,Resellable,130.03,Pending,Courier
RET-00002732,ITM-000036570,CUS-003511,2023-12-10,2023-12-11,Changed Mind,Resellable,95.82,Pending,Courier
RET-00002733,ITM-000036572,CUS-004270,2025-05-30,2025-06-05,Damaged Delivery,Resellable,45.99,Approved,Courier
RET-00002734,ITM-000036576,CUS-009499,2020-10-08,2020-10-14,Defective Product,Opened,117.29,Pending,Store
RET-00002735,ITM-000036585,CUS-010632,2022-04-23,2022-05-03,Changed Mind,Damaged,167.39,Processed,Courier
RET-00002736,ITM-000036589,CUS-006793,2026-03-10,2026-03-20,Changed Mind,Resellable,223.16,Pending,Store
RET-00002737,ITM-000036595,CUS-002673,2022-01-13,2022-01-22,Not as Described,Damaged,64.23,Pending,Store
RET-00002738,ITM-000036649,CUS-001571,2021-10-01,2021-10-02,Defective Product,Damaged,37.28,Approved,Courier
RET-00002739,ITM-000036650,CUS-001571,2021-09-28,2021-10-02,Defective Product,Opened,36.8,Approved,Store
RET-00002740,ITM-000036706,CUS-008831,2025-10-20,2025-11-02,Changed Mind,Resellable,110.47,Processed,Store
RET-00002741,ITM-000036716,CUS-009412,2023-07-26,2023-07-29,Defective Product,Resellable,14.23,Pending,Courier
RET-00002742,ITM-000036721,CUS-001176,2026-08-01,2026-08-03,Not as Described,Damaged,40.42,Approved,Courier
RET-00002743,ITM-000036724,CUS-001157,2023-07-27,2023-07-27,Size/Fit,Defective,231.52,Pending,Store
RET-00002744,ITM-000036740,CUS-010970,2026-02-05,2026-02-06,Damaged Delivery,Resellable,555.07,Approved,Courier
RET-00002745,ITM-000036742,CUS-007847,2021-12-12,2021-12-18,Changed Mind,Defective,391.92,Pending,Courier
